Serial,Name,Density,PLD,LCD,GSA,Void_Fraction,Pore_Volume,UnitCell_MW_g_mol,score_svm,label_svm
293,2017[CdSi][nan]3[ASR]1,1.58377,3.83337,5.53268,3320.61,0.5159,0.325741,3366.404,0.6153559397033326,1
1099,2021[Nd][kgd]2[ASR]1,1.32918,5.06489,5.88282,3486.3,0.5565,0.418678,1368.86,0.6153390030048987,1
819,2020[Co][llz]3[ASR]1,0.92686,4.50365,10.77177,3886.36,0.628,0.677556,10368.528,0.6120567021170118,1
999,2020[Zn][sql]2[ASR]1,1.34828,6.80739,7.97035,3632.46,0.5667,0.420313,4615.696,0.6113947712331811,1
680,2019[La][nan]3[ASR]2,1.10281,4.38818,5.93339,3654.66,0.6133,0.556126,3617.168,0.6099324683195149,1
1193,2022[Y][acs]3[ASR]1,1.40692,3.98335,6.83265,3348.62,0.5087,0.36157,1915.494,0.6080322474231914,1
1245,2023[Eu][nan]3[ASR]2,0.777976,29.74608,30.3514,4106.09,0.6927,0.890388,8850.66,0.6054380154557382,1
1188,2022[Sc][qtz]3[ASR]1,1.3921,2.94067,3.39138,3258.16,0.5173,0.371597,528.108,0.6047760319609905,1
560,2019[Al][fon]3[ASR]2,0.671413,7.21655,10.11649,4293.81,0.7231,1.07698,5035.352,0.6046735192140921,1
1227,2023[Co][ato]3[ASR]2,0.782894,10.83327,11.73744,4300.19,0.6714,0.857588,2287.278,0.6034809979315671,1
619,2019[Co][sxb]3[ASR]1,1.20856,4.8172,5.758,3502.06,0.5589,0.462451,4832.768,0.5976768754332475,1
1106,2021[Pr][kgd]2[ASR]1,1.35222,4.9769,5.83059,3458.54,0.5438,0.402153,1368.86,0.5976539085593722,1
1226,2023[Co][ato]3[ASR]1,0.7669,11.57788,12.79502,4384.6,0.6802,0.886947,2287.278,0.5963705282081104,1
51,2009[Zn][pcu]3[ASR]2,1.46944,2.85127,6.3573,3487.24,0.5728,0.389809,3819.376,0.5951095367016266,1
939,2020[Pr][nan]3[ASR]2,1.40849,4.38599,8.99898,3484.49,0.5296,0.376006,3938.544,0.5938149110532867,1
751,2019[Zn][nan]3[ASR]4,0.887986,3.80357,9.74379,4025.75,0.6778,0.7633,12280.44,0.5936922529031042,1
1068,2021[Cu][sql]2[ASR]4,1.73659,4.16597,4.66581,3362.87,0.5313,0.305944,1314.552,0.5912379778278867,1
620,2019[Cr][acs]3[ASR]1,0.517089,13.60266,14.55008,4146.2,0.7869,1.52179,1140.913,0.5822062354234863,1
11,0000[CrMn][qtz]3[ASR]1,1.30832,4.72231,5.82674,3512.52,0.5599,0.427952,4122.228,0.5810251125019857,1
364,2017[Cu][sql]2[ASR]1,0.910783,7.00637,7.53333,4071.16,0.6773,0.743646,1875.276,0.5808594724445035,1
1037,2021[Ce][flu]3[ASR]1,0.896589,4.17323,8.48584,3914.73,0.6534,0.728762,984.878,0.5808074703296107,1
26,0000[Zn][nan]3[ASR]3,0.886402,3.81766,9.7373,4034.65,0.676,0.762634,12280.44,0.5803143252744192,1
1187,2022[Sc][nan]3[ASR]1,1.01537,7.12073,7.26158,3785.61,0.6023,0.59318,720.46,0.5792356907496476,1
580,2019[Cd][nan]3[ASR]6,1.4561,4.57345,6.38666,3495.56,0.5511,0.378476,3990.632,0.5767708577029371,1
842,2020[Co][pts]3[ASR]1,0.75059,5.94895,6.95463,4137.87,0.7085,0.943924,1540.596,0.5710478503612831,1
664,2019[Fe][acs]3[ASR]1,0.51226,13.5624,14.74444,4151.56,0.7874,1.53711,1152.46,0.5710062469994581,1
907,2020[Gd][sql]2[ASR]1,1.63998,4.05726,4.874,3351.31,0.5188,0.316346,1561.188,0.5700993578755782,1
301,2017[Cd][kgd]2[ASR]3,0.989946,7.52799,8.4504,4022.58,0.6471,0.653672,5216.232,0.567580635140368,1
1132,2021[Zn][nan]3[ASR]3,0.750209,7.33401,8.39434,4298.11,0.7215,0.961732,2700.608,0.5661679995830733,1
554,2018[Zr][scu]3[ASR]1,0.429176,13.67336,16.55771,3689.37,0.8386,1.95398,2032.64,0.565090795560599,1
1137,2021[Zn][nan]3[ASR]8,0.966907,5.20827,9.4584,4041.22,0.662,0.684658,1613.104,0.5644819370803764,1
202,2016[Cd][nan]3[ASR]7,0.754034,6.46187,10.7636,4286.56,0.6941,0.920516,6634.072,0.5616012279428324,1
1369,2024[Zn][srs]3[ASR]1,1.13409,3.91591,4.46614,3705.98,0.6375,0.562127,737.948,0.5588967830205296,1
1244,2023[Eu][nan]3[ASR]1,1.00282,9.61262,11.19496,4055.78,0.6069,0.605195,7268.632,0.5567669417812817,1
472,2018[Cd][nan]3[ASR]6,0.933546,5.91333,8.14266,4008.24,0.6576,0.704411,4342.652,0.5564914101535821,1
384,2017[Mn][hxl]2[ASR]2,1.1993,3.73634,5.16711,3581.53,0.5909,0.492704,1633.94,0.5521499613764098,1
860,2020[Cu][lil]3[ASR]1,0.611163,10.8024,11.94369,4441.66,0.7579,1.24009,4365.96,0.5516171686886553,1
134,2015[Ag][nan]2[ASR]1,2.71981,2.27603,2.92976,2689.1,0.2649,0.0973965,968.572,0.5515628448949107,1
1107,2021[Sc][nan]3[ASR]1,0.714532,20.20069,20.65705,4471.3,0.6915,0.967766,5591.028,0.5509229036603565,1
763,2019[Zn][snz]3[ASR]1,0.693667,13.75598,15.60093,4550.23,0.7276,1.04892,2091.978,0.5498839293982043,1
956,2020[Y][mog]3[ASR]1,1.25566,5.22994,5.84435,3560.89,0.5617,0.447334,498.276,0.54913925247092,1
1370,2024[Zn][srs]3[ASR]2,1.13862,3.90119,4.44679,3689.57,0.6299,0.553215,737.948,0.5487208101060917,1
1022,2021[Cd][kag]3[ASR]1,0.580835,14.42961,18.49829,4381.15,0.7786,1.34048,3076.608,0.5434429636281508,1
1177,2022[In][kgm]2[ASR]1,1.17906,3.18144,8.70658,3713.87,0.6008,0.509559,2670.156,0.5398002839041457,1
308,2017[Cd][pcu]3[ASR]1,1.22425,3.60205,6.95567,3669.41,0.5997,0.48985,3189.908,0.5382888584339346,1
902,2020[Fe][tbo]3[ASR]1,0.450439,8.92157,21.24709,3989.67,0.824,1.82933,2764.416,0.5374099154128608,1
406,2017[Rh][sql]2[ASR]1,1.13119,3.52965,5.38505,3722.27,0.6309,0.557733,676.544,0.5370580738614381,1
122,2014[In][nan]3[ASR]1,1.05655,4.80255,7.0626,3828.2,0.6289,0.595238,11930.448,0.5361925600230139,1
393,2017[NiCo][qtz]3[ASR]1,0.723045,14.73657,15.0078,4552.19,0.7146,0.98832,2936.961,0.5355331677179453,1
1027,2021[Cd][pcu]3[ASR]2,0.756721,6.42666,8.01925,4286.64,0.7176,0.948302,2051.072,0.5350746312114202,1
316,2017[Ce][sql]2[ASR]1,1.13175,4.79885,5.35095,3679.91,0.6031,0.53289,1285.056,0.5331103828068158,1
950,2020[Ti][srs]3[ASR]1,0.641889,4.1592,9.47492,4310.09,0.735,1.14506,3194.544,0.5311963097756973,1
790,2020[Al][fmz]3[ASR]1,0.526238,5.23707,14.47097,4387.98,0.7667,1.45695,4407.75,0.530629292798814,1
409,2017[Tb][nan]3[ASR]2,1.34373,4.58175,5.87816,3481.9,0.537,0.399634,1122.478,0.5296032623145448,1
383,2017[Mn][hxl]2[ASR]1,1.20785,3.4716,5.4627,3565.35,0.5788,0.479198,1633.94,0.5269448176462844,1
993,2020[Zn][nan]3[ASR]8,0.511629,10.45475,16.87479,4271.15,0.7982,1.56011,6485.764,0.5268362208573292,1
140,2015[CeCo][nan]3[ASR]1,1.03321,5.06278,7.51768,3789.31,0.6068,0.587294,3142.012,0.5232311850851705,1
171,2015[Zn][hea]3[ASR]1,0.548186,9.36857,12.05221,4387.9,0.7854,1.43273,8764.062,0.5230461179907508,1
651,2019[Dy][pcu]3[ASR]1,1.84481,3.40308,4.11984,3126.99,0.4255,0.230647,1352.832,0.5228987190426218,1
965,2020[Zn][fgl]3[ASR]1,1.01045,5.8044,8.61383,4033.58,0.6525,0.645749,1479.186,0.5226484015758757,1
90,2013[ZnMn][nan]3[ASR]1,0.817121,5.01687,8.38928,4138.82,0.6847,0.837942,1058.456,0.5205987572757707,1
282,2017[Al][fon]3[ASR]1,0.593343,8.07582,10.22463,4439.4,0.7456,1.25661,4115.536,0.5203002272219501,1
841,2020[Co][nia]3[ASR]2,0.897519,4.51054,8.64781,3967.04,0.6453,0.718982,1994.964,0.5187466882429101,1
540,2018[Zn][pcu]3[ASR]3,0.965805,5.30943,7.84786,3994.82,0.6533,0.676431,4665.696,0.5167534076190259,1
903,2020[Fe][tbo]3[ASR]2,0.449851,8.90867,21.31123,4001.19,0.8276,1.83972,2764.416,0.5156588898849424,1
840,2020[Co][nia]3[ASR]1,0.898639,4.51307,8.68123,3969.91,0.6441,0.71675,1994.964,0.5126018688720992,1
559,2019[Al][fon]3[ASR]1,0.58658,8.24844,10.38394,4457.94,0.7481,1.27536,4115.536,0.5103229385588408,1
491,2018[Co][nia]3[ASR]1,0.872025,4.68406,8.91438,4021.56,0.6517,0.747341,1994.964,0.509983473250243,1
1156,2022[Co][bcg]3[ASR]1,0.944958,5.53341,6.6772,3899.34,0.6358,0.672834,1666.526,0.5095467873854154,1
612,2019[Co][nan]3[ASR]7,1.4611,2.49377,6.32984,3339.11,0.4973,0.340361,2206.462,0.5085611133442356,1
1128,2021[Zn][nan]3[ASR]12,0.901398,6.32449,9.37408,4216.38,0.6748,0.748615,3402.64,0.5014565371026032,1
724,2019[V][bpq]3[ASR]1,1.82841,3.16519,3.4251,3120.95,0.4204,0.229926,619.906,0.49404506117336283,1
1117,2021[ZnPb][llj]3[ASR]1,1.64147,2.96242,4.57296,3328.25,0.4992,0.304118,1051.476,0.4868898309807114,1
288,2017[Al][skl]3[ASR]5,0.629512,6.82335,10.93726,4496.34,0.7235,1.1493,4716.256,0.4845310772801034,1
597,2019[Co][hex]3[ASR]2,0.838175,5.44881,6.63089,4073.25,0.6731,0.803054,3525.452,0.48400800949848904,1
613,2019[Co][nan]3[ASR]8,1.44077,2.56388,6.62409,3381.53,0.5023,0.348634,2206.462,0.48108903253248564,1
292,2017[Al][skl]3[ASR]9,0.641294,7.59212,9.07584,4448.78,0.7239,1.12881,4716.256,0.48088558473145016,1
871,2020[Cu][pcu]3[ASR]2,2.16703,3.83901,5.25034,3146.3,0.4062,0.187446,11630.808,0.4804261235511513,1
972,2020[Zn][nan]3[ASR]1,1.11425,5.06449,8.17629,3925.05,0.6281,0.563696,2257.042,0.4791667189164507,1
289,2017[Al][skl]3[ASR]6,0.632101,6.51334,10.86344,4503.88,0.7226,1.14317,4716.256,0.4744353571365001,1
891,2020[Eu][flu]3[ASR]1,1.02537,5.56052,7.12872,3905.03,0.6248,0.609342,1194.654,0.4720776790197366,1
290,2017[Al][skl]3[ASR]7,0.632497,7.78859,9.39612,4478.65,0.7242,1.14499,4716.256,0.47197856440251446,1
287,2017[Al][skl]3[ASR]4,0.629989,6.71784,10.51065,4503.71,0.7237,1.14875,4716.256,0.47039362116346684,1
291,2017[Al][skl]3[ASR]8,0.634587,7.68858,9.207,4477.28,0.7251,1.14263,4716.256,0.4694948957924164,1
736,2019[Zn][dia]3[ASR]1,1.9285,3.5379,4.62065,3248.66,0.4545,0.235676,1864.968,0.46606251457059905,1
669,2019[Gd][nan]3[ASR]2,1.37849,3.96396,5.70454,3565.04,0.5575,0.404428,2761.752,0.4652258435720806,1
284,2017[Al][skl]3[ASR]1,0.633677,6.4126,10.57915,4506.42,0.7218,1.13907,4716.256,0.46439125617047156,1
60,2012[Cd][nan]3[ASR]5,0.864641,6.02391,8.00821,4140.37,0.6639,0.767834,1971.076,0.4641785043405578,1
377,2017[Fe][nan]3[ASR]1,0.557505,10.59444,14.63467,4539.81,0.7684,1.37828,4123.06,0.458657467552212,1
17,0000[Eu][sql]2[ASR]1,1.62245,4.02158,4.81421,3404.23,0.5073,0.312676,2776.9,0.4574434948565038,1
1101,2021[NiGe][pcu]3[ASR]1,1.81188,3.28853,4.09628,3136.05,0.4053,0.22369,332.861,0.4560851819915495,1
975,2020[Zn][nan]3[ASR]12,1.7212,3.58108,4.63483,3272.0,0.4592,0.26679,1104.788,0.4554584772557338,1
469,2018[Cd][nan]3[ASR]3,0.700989,11.03686,11.83106,4632.65,0.7041,1.00444,5175.88,0.45276766124826257,1
520,2018[Ni][fmz]3[ASR]3,0.636492,5.62966,11.37857,4585.94,0.7322,1.15037,6245.514,0.45212586857036685,1
286,2017[Al][skl]3[ASR]3,0.646098,7.49154,9.02129,4481.13,0.7184,1.11191,4716.256,0.4516949064197803,1
1202,2022[Zn][pcu]3[ASR]2,1.16393,5.69554,7.5259,3853.46,0.6032,0.518244,1510.384,0.4502564678697517,1
147,2015[Cu][nan]3[ASR]1,1.52436,5.56851,6.5922,3552.68,0.5265,0.34539,4852.4,0.44904137430937985,1
675,2019[In][mmt]3[ASR]1,0.546774,9.5265,11.56372,4526.46,0.7682,1.40497,6588.0,0.4475369685258657,1
1118,2021[ZnSi][kgd]2[ASR]1,0.85351,5.65507,8.00076,4197.78,0.6756,0.791555,1050.19,0.4474265564094957,1
1085,2021[Fe][bpq]3[ASR]1,1.17541,4.92571,5.3529,3657.0,0.5735,0.487913,473.936,0.44719163098726294,1
285,2017[Al][skl]3[ASR]2,0.654724,7.09639,8.52757,4452.39,0.7162,1.0939,4716.256,0.44610275939144944,1
1065,2021[Cu][pcu]3[ASR]3,0.621353,9.30371,11.65883,4649.18,0.7369,1.18596,3519.152,0.44544926748840624,1
710,2019[Ni][pcu]3[ASR]1,1.05315,3.553,5.9155,3778.13,0.6161,0.585007,2222.864,0.44405529460478305,1
1092,2021[La][kgd]2[ASR]1,1.2855,5.11347,5.8566,3627.62,0.5582,0.434228,1924.48,0.4432441445115121,1
182,2015[Zn][pcu]3[ASR]2,1.47923,3.57978,4.62741,3480.0,0.5369,0.36296,781.834,0.4428804456801654,1
470,2018[Cd][nan]3[ASR]4,1.28977,3.02021,6.28321,3562.92,0.5539,0.429456,1602.548,0.440918969649301,1
1309,2024[Cu][lvt]3[ASR]1,0.629812,7.06339,9.72422,4605.07,0.7417,1.17765,6221.52,0.4367977556694467,1
237,2016[Co][sql]2[ASR]5,0.957785,4.44166,6.30658,3906.34,0.6344,0.662361,1488.354,0.4365782512931598,1
957,2020[Y][nan]3[ASR]1,1.87426,2.66507,3.77542,3101.41,0.3884,0.207228,444.21,0.4347234171314072,1
81,2013[Sm][kgd]2[ASR]1,1.55696,3.60421,4.47886,3368.19,0.4928,0.316513,560.424,0.43387399595281667,1
516,2018[Mn][bcu]3[ASR]2,0.884009,6.19384,8.2634,4095.01,0.6416,0.725784,2444.092,0.43357773686004614,1
870,2020[Cu][pcu]3[ASR]1,2.08225,3.76458,5.35053,3228.18,0.4257,0.204443,3876.936,0.4315756799647641,1
694,2019[Mn][bpq]3[ASR]1,1.18954,5.02932,5.3412,3621.72,0.5568,0.46808,408.142,0.4287584776205887,1
1282,2023[Zn][nan]3[ASR]11,1.08378,4.60289,6.78027,3885.71,0.6232,0.575025,2052.08,0.4276358846521108,1
811,2020[CeCu][nan]2[ASR]1,2.07776,3.3726,5.44024,3235.34,0.4299,0.206905,10514.368,0.42552767016688925,1
725,2019[V][bpq]3[ASR]2,1.2417,4.68637,6.54051,3660.13,0.5606,0.451477,1196.216,0.4220115527466599,1
958,2020[Y][nan]3[ASR]2,1.84929,2.64112,3.87606,3130.34,0.3968,0.214569,444.21,0.42118822710054366,1
1195,2022[Zn][nan]3[ASR]2,0.962116,8.51203,13.36303,4415.35,0.6314,0.656262,8102.972,0.42088037103366494,1
829,2020[Co][nan]3[ASR]18,1.6268,2.37365,3.2637,3185.71,0.4303,0.264507,2043.333,0.41776264542316455,1
1360,2024[Zn][pcu]3[ASR]1,0.466253,10.64638,14.37106,4158.16,0.8298,1.77972,5479.256,0.4157859184889552,1
1005,2020[Zn][tfz]3[ASR]3,1.58147,3.64813,5.46469,3407.27,0.4936,0.312115,1623.744,0.41428259959342567,1
136,2015[Cd][nan]3[ASR]2,1.70185,3.18274,4.36726,3370.21,0.4937,0.290096,953.55,0.41152579013007196,1
750,2019[Zn][nan]3[ASR]3,1.95175,2.57302,4.71141,3201.43,0.4224,0.216421,4787.248,0.4111948355418161,1
1126,2021[Zn][nan]3[ASR]10,0.909021,5.62669,8.60943,4204.83,0.6615,0.727706,1701.32,0.4080618959571505,1
847,2020[Co][tfz]3[ASR]1,0.8825,6.83273,8.29384,4147.01,0.6398,0.724986,2513.312,0.40464452656685856,1
828,2020[Co][nan]3[ASR]17,1.6623,2.24189,3.17397,3166.35,0.4174,0.251098,2043.333,0.4034452960999823,1
298,2017[Cd][hcb]2[ASR]2,0.806632,8.46391,11.67122,4595.42,0.6759,0.837929,1204.778,0.40280734963341247,1
1305,2024[Co][nan]3[ASR]2,0.997151,4.85825,6.22456,3881.62,0.6162,0.61796,2044.788,0.39915011272855705,1
982,2020[Zn][nan]3[ASR]19,0.909023,8.18257,8.49085,4289.33,0.6546,0.720114,1857.42,0.39738037108820756,1
1038,2021[Ce][kgd]2[ASR]1,1.36058,5.07988,5.72314,3579.82,0.533,0.391743,1440.92,0.3956658519724544,1
572,2019[Cd][ins]3[ASR]2,0.774713,6.41379,9.08543,4482.33,0.697,0.899687,2211.412,0.39436459446627886,1
522,2018[Ni][fmz]3[ASR]5,0.698914,5.00818,11.26978,4599.22,0.705,1.00871,6858.09,0.39118628691329643,1
795,2020[Cd][kgd]2[ASR]1,0.777562,7.03636,8.71332,4414.86,0.6819,0.876972,1574.484,0.38847222684948846,1
373,2017[Eu][nan]3[ASR]2,1.37889,3.30736,5.60813,3580.53,0.5503,0.399088,1192.252,0.3859927388863012,1
205,2016[Co][nan]3[ASR]1,0.705297,8.33335,9.5622,4550.09,0.6884,0.976043,2996.15,0.38509468592119955,1
917,2020[Mg][nan]3[ASR]3,0.813906,8.81354,10.09972,4358.26,0.641,0.78756,2357.332,0.3835933769751602,1
1251,2023[In][neb]3[ASR]1,0.714631,6.7826,8.43343,4483.51,0.6977,0.976308,3101.824,0.38136195484576696,1
792,2020[Cd][fes]2[ASR]1,1.09274,4.43894,5.66875,3874.53,0.6216,0.568844,1590.5,0.3805825122128971,1
1173,2022[Eu][nan]3[ASR]2,1.1317,8.09201,8.67402,3951.07,0.5779,0.510648,2685.62,0.38056743533719656,1
435,2017[Zn][nan]3[ASR]1,1.28721,2.78834,6.78266,3659.99,0.5684,0.441575,1723.848,0.37894678064633486,1
539,2018[Zn][pcu]3[ASR]2,0.79115,8.00479,9.45746,4521.79,0.6823,0.862416,2969.21,0.3780054904198265,1
440,2017[Zn][nan]3[ASR]4,0.974976,4.16232,5.54884,3950.36,0.6418,0.658272,2304.3,0.37665414161065225,1
974,2020[Zn][nan]3[ASR]11,1.85988,3.615,3.95343,3244.48,0.4264,0.229263,1100.756,0.37656238899586114,1
1096,2021[Mn][nan]3[ASR]2,0.615226,14.2697,15.84844,4761.61,0.7154,1.16282,5480.232,0.3749743420632885,1
521,2018[Ni][fmz]3[ASR]4,0.701722,5.24428,10.35645,4570.94,0.7014,0.999541,6888.06,0.37316741026033856,1
1322,2024[La][sql]2[ASR]1,1.06969,4.77489,6.33317,3888.95,0.6133,0.573345,1004.38,0.372777022463077,1
24,0000[Zn][ith]3[ASR]1,0.543673,5.96446,16.25601,4780.16,0.7741,1.42383,8669.544,0.3715372253070139,1
1359,2024[Zn][nia]3[ASR]1,0.932478,4.38542,8.54294,4102.11,0.6434,0.689989,2039.644,0.37004783019555265,1
175,2015[Zn][ith]3[ASR]4,0.543377,5.88107,16.7062,4789.7,0.7721,1.42093,8669.544,0.36965810830606327,1
1061,2021[Cu][nbo]3[ASR]1,0.554504,11.88721,17.15952,4676.47,0.7637,1.37727,6426.828,0.36838309259736723,1
639,2019[Cu][pts]3[ASR]2,0.686124,5.48011,9.06415,4577.72,0.7123,1.03815,3759.5,0.3659881481999842,1
174,2015[Zn][ith]3[ASR]3,0.540663,5.79323,16.40548,4798.96,0.7726,1.42899,8669.544,0.36327983094273336,1
173,2015[Zn][ith]3[ASR]2,0.494223,7.31618,19.49225,4508.36,0.7992,1.61708,7996.248,0.3621984545480259,1
443,2017[Zn][nbo]3[ASR]1,0.85444,4.73604,10.03104,4327.59,0.6659,0.779341,2031.864,0.3614764843340732,1
1057,2021[Cu][djg]3[ASR]1,1.17634,4.10058,6.97784,3759.68,0.5772,0.490676,2032.408,0.36050319401881226,1
468,2018[Cd][nan]3[ASR]2,0.888712,10.17943,13.31328,4593.58,0.6298,0.708666,5175.88,0.35792785756888085,1
346,2017[CuTi][pcu]3[ASR]1,1.26169,6.35471,7.03442,3579.64,0.4967,0.393677,1284.212,0.3535425931560544,1
831,2020[Co][nan]3[ASR]3,0.964058,9.68236,10.62807,4249.53,0.6008,0.623199,4582.602,0.35240276856723485,1
523,2018[Ni][fmz]3[ASR]6,0.683544,5.50486,9.06169,4612.5,0.7109,1.04002,6737.862,0.3484618567005783,1
918,2020[Mg][nan]3[ASR]4,0.827764,8.43917,9.8991,4405.16,0.645,0.779208,1178.666,0.34838000321844,1
129,2014[Zn][nan]3[ASR]3,0.834367,4.84913,10.39542,4411.86,0.6713,0.804562,2950.296,0.34742108098731544,1
808,2020[Cd][sql]2[ASR]1,1.1815,5.60849,7.72728,3919.9,0.5961,0.504527,1093.874,0.34732569837059657,1
608,2019[Co][nan]3[ASR]3,0.766859,6.35015,9.89062,4432.9,0.6661,0.868609,5595.822,0.3472185986170719,1
524,2018[Ni][fmz]3[ASR]7,0.751391,3.94115,9.85444,4450.39,0.6893,0.917365,7301.364,0.3450364172237793,1
571,2019[Cd][ins]3[ASR]1,0.89021,8.25475,9.2342,4453.17,0.6614,0.742971,2155.304,0.3448165008379265,1
34,2007[CuEu][nan]3[ASR]1,1.96567,3.85822,4.40951,3202.83,0.3867,0.196727,1879.824,0.34322224339130475,1
925,2020[Mn][ant]3[ASR]1,1.02954,3.98526,7.51241,3853.44,0.5909,0.573947,2052.712,0.33447838240262157,1
920,2020[Mg][nan]3[ASR]6,0.841078,8.21561,9.78294,4369.48,0.638,0.75855,1178.666,0.33434699770528264,1
78,2013[La][nan]3[ASR]3,0.920261,5.37102,7.71573,4147.0,0.6425,0.698171,5627.128,0.3332432865896936,1
1300,2024[Cd][nan]3[ASR]6,0.840714,7.16286,9.929,4465.85,0.6604,0.785523,12988.8,0.3306471089885424,1
446,2017[Zn][sod]3[ASR]1,0.684243,5.21481,14.89793,5461.47,0.6743,0.985469,5606.712,0.3287095985226589,1
80,2013[Nd][kgd]2[ASR]1,1.51424,3.66385,4.51334,3458.37,0.4959,0.327491,560.424,0.32334417986360464,1
172,2015[Zn][ith]3[ASR]1,0.452533,7.80283,21.77624,4271.75,0.8285,1.83081,7322.952,0.32207803346586644,1
1252,2023[In][neb]3[ASR]2,0.737421,7.088,9.84935,4655.99,0.6858,0.929998,3330.288,0.31991247099660747,1
875,2020[Cu][sql]2[ASR]1,0.578816,5.59047,8.85794,4898.43,0.7507,1.29696,1623.808,0.31715257705627337,1
919,2020[Mg][nan]3[ASR]5,0.834085,8.2007,9.67582,4390.42,0.6376,0.764431,2357.332,0.3148884520873026,1
610,2019[Co][nan]3[ASR]5,1.1763,3.93981,6.72981,3701.87,0.5521,0.469352,3757.22,0.31165605369584826,1
1136,2021[Zn][nan]3[ASR]7,0.953025,5.69069,8.64255,4316.98,0.6575,0.689908,1605.2,0.3078599834318424,1
1229,2023[Co][nan]3[ASR]1,1.03506,4.93859,7.05766,3913.5,0.595,0.574845,1654.726,0.3053983160395903,1
1180,2022[Mg][nan]3[ASR]1,0.711622,5.43436,11.09168,4751.2,0.6895,0.968914,4339.088,0.3030065589066196,1
1326,2024[Ni][etb]3[ASR]1,0.627285,6.60182,11.34734,5297.59,0.7127,1.13617,1992.192,0.30150643125432525,1
1045,2021[Co][nan]3[ASR]4,1.62772,3.30001,5.43308,3311.79,0.4201,0.258092,4180.812,0.2992840469501076,1
1254,2023[In][neb]3[ASR]4,0.734468,7.04302,9.80699,4696.68,0.6823,0.928971,3330.288,0.29300452620289497,1
82,2013[Y][nan]3[ASR]1,0.801467,5.40543,8.32625,4378.64,0.6665,0.8316,2257.944,0.29242444450762967,1
1020,2021[Cd][flu]3[ASR]1,1.547,3.47971,4.50651,3513.24,0.5112,0.330446,1075.724,0.29210130701017456,1
732,2019[Zn][bbf]3[ASR]1,0.920894,3.99424,5.51098,4178.31,0.6729,0.730703,1194.172,0.2908268787253058,1
627,2019[Cu][mrc]3[ASR]1,1.08887,4.53634,6.3896,3921.92,0.6044,0.55507,3188.04,0.2872134455102464,1
1155,2022[CoMn][sql]2[ASR]1,0.953476,7.54394,9.05169,4213.33,0.6106,0.640394,2745.868,0.27848187097215704,1
515,2018[Mn][bcu]3[ASR]1,0.922419,5.9032,7.52583,4106.7,0.6179,0.669869,2444.092,0.2775501384644271,1
255,2016[Mg][hcb]2[ASR]1,0.937448,3.95253,5.23271,4069.14,0.6501,0.693478,625.328,0.277161690901823,1
1286,2023[Zn][nan]3[ASR]15,1.43928,7.2751,8.20323,3773.02,0.5225,0.36303,1583.628,0.2767819695723271,1
1120,2021[Zn][fit]3[ASR]1,1.24334,4.36134,5.78655,3797.57,0.5775,0.464476,1416.95,0.27320653082970514,1
1239,2023[Cu][sql]2[ASR]1,0.599993,5.46009,8.07436,5313.02,0.7243,1.20718,1888.04,0.27192225180872237,1
253,2016[Gd][kgd]2[ASR]1,1.46095,3.49831,4.43995,3543.13,0.5148,0.352373,682.518,0.2649408909112245,1
222,2016[Co][sql]2[ASR]2,0.606579,7.62721,7.94229,5328.3,0.7161,1.18055,735.749,0.2573511593135503,1
1363,2024[Zn][scn]3[ASR]1,1.04474,4.84141,6.79594,4020.73,0.614,0.587708,1579.8,0.25702120397413425,1
1160,2022[Co][sql]2[ASR]1,0.964305,7.51941,9.0054,4178.82,0.5993,0.621484,2761.848,0.2550768676360697,1
1158,2022[Co][hxl]2[ASR]1,1.18193,3.71697,5.48977,3752.32,0.5679,0.480484,1480.094,0.2548883464638502,1
179,2015[Zn][nan]2[ASR]3,0.776235,5.60304,8.67761,4607.23,0.682,0.8786,2358.156,0.2546412878700114,1
557,2019[Al][bpq]3[ASR]3,0.969882,6.57536,6.95943,4047.77,0.5996,0.61822,362.246,0.253844796258534,1
1253,2023[In][neb]3[ASR]3,0.745389,6.99464,9.71655,4666.62,0.667,0.894834,3330.288,0.252154256746516,1
760,2019[Zn][pts]3[ASR]2,0.904611,5.65115,6.59247,4298.42,0.6597,0.729264,2796.664,0.25126427458586675,1
1060,2021[Cu][nan]3[ASR]2,1.26535,4.629,9.35783,3774.78,0.5309,0.419569,4155.336,0.25107095983894984,1
1304,2024[Co][nan]3[ASR]1,1.24756,9.25347,9.66687,3852.69,0.5028,0.403027,2129.004,0.2508638265618927,1
856,2020[Cu][dia]3[ASR]3,0.821251,9.85928,11.14562,4777.39,0.6435,0.783561,1808.628,0.2505090308572362,1
295,2017[Cd][dia]3[ASR]1,1.00531,4.21326,7.09858,4086.71,0.6295,0.626173,3441.572,0.2502595060522169,1
733,2019[Zn][bcg]3[ASR]1,0.967943,4.88122,6.92066,4186.13,0.6436,0.664915,1705.208,0.2472800160800579,1
112,2014[Cu][nan]3[ASR]13,1.13021,4.50633,6.86167,3934.51,0.5951,0.526539,3196.424,0.24577118730537528,1
79,2013[Mn][nan]3[ASR]3,1.09749,3.80539,4.57307,3805.74,0.5871,0.534947,2096.44,0.24485483372571348,1
345,2017[CuSi][pcu]3[ASR]1,0.765355,10.29832,10.43276,4948.49,0.6606,0.863128,1476.388,0.24141551781633647,1
1052,2021[Co][svk]3[ASR]1,0.982385,4.34,6.23706,3990.85,0.6117,0.622668,2324.992,0.23991413380507187,1
